DATE,FIELD,FORMATION,WELL_NAME,OIL,WATER,GAS
7/31/1993,BERNOULLI,Demeter,BEDE-1,3119.30991559,0,1406125.14779
8/31/1993,BERNOULLI,Demeter,BEDE-1,3164.30572095,0,1426408.5
9/30/1993,BERNOULLI,Demeter,BEDE-1,3204.08382602,0,1444339.49
10/31/1993,BERNOULLI,Demeter,BEDE-1,3204.44674253,0,1444503.43653
11/30/1993,BERNOULLI,Demeter,BEDE-1,3220.81080794,0,1451879.80707
12/31/1993,BERNOULLI,Demeter,BEDE-1,3260.57201052,0,1469803.39308
1/31/1994,BERNOULLI,Demeter,BEDE-1,3353.75374389,0,1511808.07844
2/28/1994,BERNOULLI,Demeter,BEDE-1,3476.30467833,0,1567051.55409
3/31/1994,BERNOULLI,Demeter,BEDE-1,3520.11653862,0,1586801.02526
4/30/1994,BERNOULLI,Demeter,BEDE-1,3422.90488089,0,1542979.9
5/31/1994,BERNOULLI,Demeter,BEDE-1,3293.64892142,0,1484713.71609
6/30/1994,BERNOULLI,Demeter,BEDE-1,3164.14059588,0,1426333.88293
7/31/1994,BERNOULLI,Demeter,BEDE-1,3124.98788415,0,1408684.73218
8/31/1994,BERNOULLI,Demeter,BEDE-1,3084.53888006,0,1390451.20346
9/30/1994,BERNOULLI,Demeter,BEDE-1,3173.12870941,0,1430385.77
10/31/1994,BERNOULLI,Demeter,BEDE-1,3142.30645564,0,1416491.57474
11/30/1994,BERNOULLI,Demeter,BEDE-1,3164.221148,0,1426370.18293
12/31/1994,BERNOULLI,Demeter,BEDE-1,3121.36034529,0,1407049.67128
1/31/1995,BERNOULLI,Demeter,BEDE-1,3153.5011167,0,1421538.05519
2/28/1995,BERNOULLI,Demeter,BEDE-1,3199.70486869,0,1442365.80697
3/31/1995,BERNOULLI,Demeter,BEDE-1,3164.57876108,0,1426531.45173
4/30/1995,BERNOULLI,Demeter,BEDE-1,3138.98966293,0,1414996.58707
5/31/1995,BERNOULLI,Demeter,BEDE-1,3114.37830891,0,1403902.10917
6/30/1995,BERNOULLI,Demeter,BEDE-1,3118.32636346,0,1405681.89091
7/31/1995,BERNOULLI,Demeter,BEDE-1,3168.40132895,0,1428254.72526
8/31/1995,BERNOULLI,Demeter,BEDE-1,3106.10908179,0,1400174.52872
9/30/1995,BERNOULLI,Demeter,BEDE-1,3217.50571835,0,1450389.89293
10/31/1995,BERNOULLI,Demeter,BEDE-1,3238.34436981,0,1459783.79448
11/30/1995,BERNOULLI,Demeter,BEDE-1,3428.946763,0,1545703.64388
12/31/1995,BERNOULLI,Demeter,BEDE-1,3169.51759509,0,1428757.66781
1/31/1996,BERNOULLI,Demeter,BEDE-1,3195.17631543,0,1440324.30707
