DATE,FIELD,FORMATION,WELL_NAME,OIL,WATER,GAS
7/31/1999,BERNOULLI,Athena,BEAT-1,6944.3188045,0,6747677.41263
8/31/1999,BERNOULLI,Athena,BEAT-1,6898.36865278,0,6703054.17474
9/30/1999,BERNOULLI,Athena,BEAT-1,6793.17001495,0,6573523.03707
10/31/1999,BERNOULLI,Athena,BEAT-1,7077.32800852,0,6848486.41609
11/30/1999,BERNOULLI,Athena,BEAT-1,7244.26426702,0,7010047.7832
12/31/1999,BERNOULLI,Athena,BEAT-1,7128.11424831,0,6897641.69083
1/31/2000,BERNOULLI,Athena,BEAT-1,5062.83486445,0,4899185.00346
2/29/2000,BERNOULLI,Athena,BEAT-1,4969.72659139,0,4809084.5
3/31/2000,BERNOULLI,Athena,BEAT-1,4979.40131942,0,4818447.16782
4/30/2000,BERNOULLI,Athena,BEAT-1,4964.89197468,0,4804408.65707
5/31/2000,BERNOULLI,Athena,BEAT-1,5712.64635535,0,5527992.18059
6/30/2000,BERNOULLI,Athena,BEAT-1,5476.69651144,0,5299671.83317
7/31/2000,BERNOULLI,Athena,BEAT-1,6168.58721886,0,4133954.87472
8/31/2000,BERNOULLI,Athena,BEAT-1,6062.8260968,0,4063067.19654
9/30/2000,BERNOULLI,Athena,BEAT-1,5706.10770411,0,3824009.56927
10/31/2000,BERNOULLI,Athena,BEAT-1,5481.77783142,0,3673672.41263
11/30/2000,BERNOULLI,Athena,BEAT-1,5114.28504213,0,3427393.56707
12/31/2000,BERNOULLI,Athena,BEAT-1,5195.08165594,0,3481539.63564
1/31/2001,BERNOULLI,Athena,BEAT-1,5131.79118903,0,3439123.67128
2/28/2001,BERNOULLI,Athena,BEAT-1,3123.42974174,2.405325483,2093200.16169
3/31/2001,BERNOULLI,Athena,BEAT-1,0,0,0
4/30/2001,BERNOULLI,Athena,BEAT-1,3107.7646171,1.1816260808,2082700.79204
5/31/2001,BERNOULLI,Athena,BEAT-1,3047.13244033,0,2042069.77128
6/30/2001,BERNOULLI,Athena,BEAT-1,2098.19715193,0,1254796.62
7/31/2001,BERNOULLI,Athena,BEAT-1,2167.84589659,0.2463517166,1296447.6393
8/31/2001,BERNOULLI,Athena,BEAT-1,2157.60975518,5.0288226054,1290319.61245
9/30/2001,BERNOULLI,Athena,BEAT-1,2202.29937972,0.0052486896,1314771.58043
10/31/2001,BERNOULLI,Athena,BEAT-1,1602.70854678,0.0966651697,956825.294139
11/30/2001,BERNOULLI,Athena,BEAT-1,1429.72426421,0,836959.016707
12/31/2001,BERNOULLI,Athena,BEAT-1,858.767729402,0.2382300998,437110.685484
1/31/2002,BERNOULLI,Athena,BEAT-1,0,0,0
2/28/2002,BERNOULLI,Athena,BEAT-1,0,0,0
3/31/2002,BERNOULLI,Athena,BEAT-1,826.775764276,0.1838641464,420803.604056
4/30/2002,BERNOULLI,Athena,BEAT-1,0,0,0
5/31/2002,BERNOULLI,Athena,BEAT-1,0,0,0
6/30/2002,BERNOULLI,Athena,BEAT-1,0,0,0
7/31/2002,BERNOULLI,Athena,BEAT-1,0,0,0
8/31/2002,BERNOULLI,Athena,BEAT-1,0,0,0
9/30/2002,BERNOULLI,Athena,BEAT-1,0,0,0
10/31/2002,BERNOULLI,Athena,BEAT-1,0,0,0
11/30/2002,BERNOULLI,Athena,BEAT-1,0,0,0
12/31/2002,BERNOULLI,Athena,BEAT-1,0,0,0
1/31/2003,BERNOULLI,Athena,BEAT-1,0,0,0
2/28/2003,BERNOULLI,Athena,BEAT-1,0,0,0
3/31/2003,BERNOULLI,Athena,BEAT-1,0,0,0
4/30/2003,BERNOULLI,Athena,BEAT-1,0,0,0
5/31/2003,BERNOULLI,Athena,BEAT-1,0,0,0
6/30/2003,BERNOULLI,Athena,BEAT-1,0,0,0
7/31/2003,BERNOULLI,Athena,BEAT-1,0,0,0
8/31/2003,BERNOULLI,Athena,BEAT-1,0,0,0
9/30/2003,BERNOULLI,Athena,BEAT-1,0,0,0
10/31/2003,BERNOULLI,Athena,BEAT-1,0,0,0
11/30/2003,BERNOULLI,Athena,BEAT-1,0,0,0
12/31/2003,BERNOULLI,Athena,BEAT-1,0,0,0
1/31/2004,BERNOULLI,Athena,BEAT-1,0,0,0
2/29/2004,BERNOULLI,Athena,BEAT-1,0,0,0
3/31/2004,BERNOULLI,Athena,BEAT-1,0,0,0
4/30/2004,BERNOULLI,Athena,BEAT-1,0,0,0
5/31/2004,BERNOULLI,Athena,BEAT-1,0,0,0
6/30/2004,BERNOULLI,Athena,BEAT-1,0,0,0
7/31/2004,BERNOULLI,Athena,BEAT-1,0,0,0
8/31/2004,BERNOULLI,Athena,BEAT-1,0,0,0
9/30/2004,BERNOULLI,Athena,BEAT-1,0,0,0
10/31/2004,BERNOULLI,Athena,BEAT-1,0,0,0
11/30/2004,BERNOULLI,Athena,BEAT-1,0,0,0
12/31/2004,BERNOULLI,Athena,BEAT-1,0,0,0
1/31/2005,BERNOULLI,Athena,BEAT-1,0,0,0
2/28/2005,BERNOULLI,Athena,BEAT-1,0,0,0
3/31/2005,BERNOULLI,Athena,BEAT-1,0,0,0
4/30/2005,BERNOULLI,Athena,BEAT-1,0,0,0
5/31/2005,BERNOULLI,Athena,BEAT-1,0,0,0
