DATE,FIELD,FORMATION,WELL_NAME,OIL,WATER,GAS
7/31/1987,EULER,Apollo,EUAP-2,637.782268035,0,377520
8/31/1987,EULER,Apollo,EUAP-2,1064.084999989,0,629915.000011
9/30/1987,EULER,Apollo,EUAP-2,1157.443913054,0,685175.652216
10/31/1987,EULER,Apollo,EUAP-2,1642.37333293,0,972436.666707
11/30/1987,EULER,Apollo,EUAP-2,617.543666707,0,365581.333293
12/31/1987,EULER,Apollo,EUAP-2,631.112580692,0,373616.774135
1/31/1988,EULER,Apollo,EUAP-2,638.592948917,0,377998.418391
2/29/1988,EULER,Apollo,EUAP-2,625.706225188,0,370404.238413
3/31/1988,EULER,Apollo,EUAP-2,600.535922316,0,355528.543667
4/30/1988,EULER,Apollo,EUAP-2,639.103384634,0,378413.538415
5/31/1988,EULER,Apollo,EUAP-2,825.588260838,0,488734.782635
6/30/1988,EULER,Apollo,EUAP-2,793.8403319,0,469941.908667
7/31/1988,EULER,Apollo,EUAP-2,0,0,0
8/31/1988,EULER,Apollo,EUAP-2,0,0,0
9/30/1988,EULER,Apollo,EUAP-2,816.253813001,0,483233.956865
10/31/1988,EULER,Apollo,EUAP-2,806.562580692,0,477481.612872
11/30/1988,EULER,Apollo,EUAP-2,783.941933434,0,464087.733736
12/31/1988,EULER,Apollo,EUAP-2,820.864,0,485936
1/31/1989,EULER,Apollo,EUAP-2,0,0,0
2/28/1989,EULER,Apollo,EUAP-2,0,0,0
3/31/1989,EULER,Apollo,EUAP-2,0,0,0
4/30/1989,EULER,Apollo,EUAP-2,0,0,0
5/31/1989,EULER,Apollo,EUAP-2,0,0,0
6/30/1989,EULER,Apollo,EUAP-2,781.895172454,0,462819.310338
7/31/1989,EULER,Apollo,EUAP-2,236.2525,0,140057.5
8/31/1989,EULER,Apollo,EUAP-2,238.276923049,0,141030.153902
9/30/1989,EULER,Apollo,EUAP-2,237.743132517,0,140826.506062
10/31/1989,EULER,Apollo,EUAP-2,0,0,0
11/30/1989,EULER,Apollo,EUAP-2,233.758513945,0,138367.058852
12/31/1989,EULER,Apollo,EUAP-2,0,0,0
1/31/1990,EULER,Apollo,EUAP-2,0,0,0
2/28/1990,EULER,Apollo,EUAP-2,0,0,0
3/31/1990,EULER,Apollo,EUAP-2,232.540836495,0,137691.558928
4/30/1990,EULER,Apollo,EUAP-2,0,0,0
5/31/1990,EULER,Apollo,EUAP-2,0,0,0
6/30/1990,EULER,Apollo,EUAP-2,0,0,0
7/31/1990,EULER,Apollo,EUAP-2,0,0,0
8/31/1990,EULER,Apollo,EUAP-2,0,0,0
9/30/1990,EULER,Apollo,EUAP-2,0,0,0
10/31/1990,EULER,Apollo,EUAP-2,0,0,0
11/30/1990,EULER,Apollo,EUAP-2,0,0,0
12/31/1990,EULER,Apollo,EUAP-2,0,0,0
1/31/1991,EULER,Apollo,EUAP-2,0,0,0
2/28/1991,EULER,Apollo,EUAP-2,0,0,0
3/31/1991,EULER,Apollo,EUAP-2,0,0,0
4/30/1991,EULER,Apollo,EUAP-2,0,0,0
5/31/1991,EULER,Apollo,EUAP-2,0,0,0
6/30/1991,EULER,Apollo,EUAP-2,0,0,0
7/31/1991,EULER,Apollo,EUAP-2,0,0,0
8/31/1991,EULER,Apollo,EUAP-2,0,0,0
9/30/1991,EULER,Apollo,EUAP-2,0,0,0
10/31/1991,EULER,Apollo,EUAP-2,0,0,0
11/30/1991,EULER,Apollo,EUAP-2,0,0,0
12/31/1991,EULER,Apollo,EUAP-2,0,0,0
1/31/1992,EULER,Apollo,EUAP-2,0,0,0
2/29/1992,EULER,Apollo,EUAP-2,0,0,0
3/31/1992,EULER,Apollo,EUAP-2,0,0,0
4/30/1992,EULER,Apollo,EUAP-2,0,0,0
5/31/1992,EULER,Apollo,EUAP-2,0,0,0
6/30/1992,EULER,Apollo,EUAP-2,0,0,0
7/31/1992,EULER,Apollo,EUAP-2,571.592195119,0,337855.609762
8/31/1992,EULER,Apollo,EUAP-2,388.019677474,0,229743.870917
9/30/1992,EULER,Apollo,EUAP-2,352.997333293,0,208967
11/30/1992,EULER,Apollo,EUAP-6,772.926956527,0,386463.478203
12/31/1992,EULER,Apollo,EUAP-6,943.491063889,0,471745.531884
1/31/1993,EULER,Apollo,EUAP-6,1186.658709654,0,593329.354827
2/28/1993,EULER,Apollo,EUAP-6,1160.735714303,0,580367.857091
3/31/1993,EULER,Apollo,EUAP-6,1094.542580692,0,547271.290346
4/30/1993,EULER,Apollo,EUAP-6,974.585685997,0,487272.305487
5/31/1993,EULER,Apollo,EUAP-6,1043.917741955,0,521978.387128
6/30/1993,EULER,Apollo,EUAP-6,1201.288,0,600644
7/31/1993,EULER,Apollo,EUAP-6,1107.486009135,0,553743.004507
8/31/1993,EULER,Apollo,EUAP-6,1099.391764713,0,549767.058852
9/30/1993,EULER,Apollo,EUAP-6,0,0,0
10/31/1993,EULER,Apollo,EUAP-6,0,0,0
11/30/1993,EULER,Apollo,EUAP-6,0,0,0
12/31/1993,EULER,Apollo,EUAP-6,0,0,0
1/31/1994,EULER,Apollo,EUAP-6,0,0,0
2/28/1994,EULER,Apollo,EUAP-6,0,0,0
3/31/1994,EULER,Apollo,EUAP-6,0,0,0
4/30/1994,EULER,Apollo,EUAP-6,0,0,0
5/31/1994,EULER,Apollo,EUAP-6,0,0,0
6/30/1994,EULER,Apollo,EUAP-6,0,0,0
7/31/1994,EULER,Apollo,EUAP-6,0,0,0
8/31/1994,EULER,Apollo,EUAP-6,0,0,0
9/30/1994,EULER,Apollo,EUAP-6,0,0,0
10/31/1994,EULER,Apollo,EUAP-6,0,0,0
11/30/1994,EULER,Apollo,EUAP-6,0,0,0
12/31/1994,EULER,Apollo,EUAP-6,0,0,0
1/31/1995,EULER,Apollo,EUAP-6,0,0,0
2/28/1995,EULER,Apollo,EUAP-6,0,0,0
3/31/1995,EULER,Apollo,EUAP-6,0,0,0
4/30/1995,EULER,Apollo,EUAP-6,0,0,0
5/31/1995,EULER,Apollo,EUAP-6,0,0,0
6/30/1995,EULER,Apollo,EUAP-6,0,0,0
7/31/1995,EULER,Apollo,EUAP-6,0,0,0
8/31/1995,EULER,Apollo,EUAP-6,0,0,0
9/30/1995,EULER,Apollo,EUAP-6,0,0,0
10/31/1995,EULER,Apollo,EUAP-6,1062.40396042,0,531249.90105
11/30/1995,EULER,Apollo,EUAP-6,581.405,0,290682.333293
12/31/1995,EULER,Apollo,EUAP-6,585.327741955,0,292663.870917
1/31/1996,EULER,Apollo,EUAP-6,587.045161263,0,293522.580692
2/29/1996,EULER,Apollo,EUAP-6,583.05310349,0,291526.551745
3/31/1996,EULER,Apollo,EUAP-6,559.151999989,0,279311.999956
4/30/1996,EULER,Apollo,EUAP-6,0,0,0
5/31/1996,EULER,Apollo,EUAP-6,0,0,0
6/30/1996,EULER,Apollo,EUAP-6,0,0,0
7/31/1996,EULER,Apollo,EUAP-6,0,0,0
8/31/1996,EULER,Apollo,EUAP-6,586.377218515,0,293188.609318
9/30/1996,EULER,Apollo,EUAP-6,597.498,0,298749
10/31/1996,EULER,Apollo,EUAP-6,607.146774135,0,303553.870917
11/30/1996,EULER,Apollo,EUAP-6,604.475666707,0,302258
12/31/1996,EULER,Apollo,EUAP-6,614.016451609,0,307027.741955
1/31/1997,EULER,Apollo,EUAP-6,601.526129083,0,300782.580692
2/28/1997,EULER,Apollo,EUAP-6,1253.60321394,0,626780
3/31/1997,EULER,Apollo,EUAP-6,1200.593225865,0,600277.096782
4/30/1997,EULER,Apollo,EUAP-6,1156.417777757,0,578257.777779
5/31/1997,EULER,Apollo,EUAP-6,0,0,0
6/30/1997,EULER,Apollo,EUAP-6,0,0,0
7/31/1997,EULER,Apollo,EUAP-6,0,0,0
8/31/1997,EULER,Apollo,EUAP-6,0,0,0
9/30/1997,EULER,Apollo,EUAP-6,623.966385548,0,312005.060257
10/31/1997,EULER,Apollo,EUAP-6,600.706451609,0,300353.225865
11/30/1997,EULER,Apollo,EUAP-6,586.359085697,0,293138.057091
12/31/1997,EULER,Apollo,EUAP-6,570.222258045,0,285130.645173
1/31/1998,EULER,Apollo,EUAP-6,587.591612872,0,293795.806436
2/28/1998,EULER,Apollo,EUAP-6,578.250357091,0,289103.571394
3/31/1998,EULER,Apollo,EUAP-6,599.652580692,0,299806.774135
4/30/1998,EULER,Apollo,EUAP-6,467.503666707,0,204328.666707
5/31/1998,EULER,Apollo,EUAP-6,294.507631528,0,72217.8947413
6/30/1998,EULER,Apollo,EUAP-6,647.08338981,0,158571.525475
7/31/1998,EULER,Apollo,EUAP-6,1199.500322526,0,293873.870917
8/31/1998,EULER,Apollo,EUAP-6,1198.779102026,0,293679.346961
9/30/1998,EULER,Apollo,EUAP-6,1137.501894705,0,278682.105295
10/31/1998,EULER,Apollo,EUAP-6,1143.567096782,0,280173.548391
11/30/1998,EULER,Apollo,EUAP-6,932.780357091,0,238715.714303
12/31/1998,EULER,Apollo,EUAP-6,522.329677474,0,164520.967699
1/31/1999,EULER,Apollo,EUAP-6,524.320322526,0,165145.48391
2/28/1999,EULER,Apollo,EUAP-6,514.206785697,0,161967.142909
3/31/1999,EULER,Apollo,EUAP-6,505.15548391,0,159095.48391
4/30/1999,EULER,Apollo,EUAP-6,503.36,0,158558.4
5/31/1999,EULER,Apollo,EUAP-6,487.63,0,153603.645173
6/30/1999,EULER,Apollo,EUAP-6,479.16,0,150935.4
7/31/1999,EULER,Apollo,EUAP-6,0,0,0
8/31/1999,EULER,Apollo,EUAP-6,0,0,0
9/30/1999,EULER,Apollo,EUAP-6,0,0,0
10/31/1999,EULER,Apollo,EUAP-6,0,0,0
11/30/1999,EULER,Apollo,EUAP-6,0,0,0
12/31/1999,EULER,Apollo,EUAP-6,0,0,0
1/31/2000,EULER,Apollo,EUAP-6,0,0,0
2/29/2000,EULER,Apollo,EUAP-6,0,0,0
3/31/2000,EULER,Apollo,EUAP-6,0,0,0
4/30/2000,EULER,Apollo,EUAP-6,0,0,0
5/31/2000,EULER,Apollo,EUAP-6,0,0,0
6/30/2000,EULER,Apollo,EUAP-6,0,0,0
7/31/2000,EULER,Apollo,EUAP-6,0,0,0
8/31/2000,EULER,Apollo,EUAP-6,0,0,0
9/30/2000,EULER,Apollo,EUAP-6,0,0,0
10/31/2000,EULER,Apollo,EUAP-6,0,0,0
11/30/2000,EULER,Apollo,EUAP-6,0,0,0
12/31/2000,EULER,Apollo,EUAP-6,0,0,0
1/31/2001,EULER,Apollo,EUAP-6,0,0,0
2/28/2001,EULER,Apollo,EUAP-6,0,0,0
3/31/2001,EULER,Apollo,EUAP-6,532.545305633,0,167748.799152
4/30/2001,EULER,Apollo,EUAP-6,958.408536547,0,235224.491865
5/31/2001,EULER,Apollo,EUAP-6,1144.66,0,272429.548391
6/30/2001,EULER,Apollo,EUAP-6,1081.417333293,0.1573,257379.1
7/31/2001,EULER,Apollo,EUAP-6,1125.3,0.2068709654,267819.838737
8/31/2001,EULER,Apollo,EUAP-6,1209.07175092,1.9384025276,287757.220245
9/30/2001,EULER,Apollo,EUAP-6,0,0,0
10/31/2001,EULER,Apollo,EUAP-6,1083.698149897,5.5139240563,257921.259376
11/30/2001,EULER,Apollo,EUAP-6,1121.297872365,0,266867.021333
12/31/2001,EULER,Apollo,EUAP-6,0,0,0
1/31/2002,EULER,Apollo,EUAP-6,0,0,0
2/28/2002,EULER,Apollo,EUAP-6,0,0,0
3/31/2002,EULER,Apollo,EUAP-6,0,0,0
4/30/2002,EULER,Apollo,EUAP-6,0,0,0
5/31/2002,EULER,Apollo,EUAP-6,0,0,0
6/30/2002,EULER,Apollo,EUAP-6,0,0,0
7/31/2002,EULER,Apollo,EUAP-6,0,0,0
8/31/2002,EULER,Apollo,EUAP-6,0,0,0
9/30/2002,EULER,Apollo,EUAP-6,0,0,0
10/31/2002,EULER,Apollo,EUAP-6,0,0,0
